region,price,construction_area,saleable_area
荃灣,售 668 萬,建築面積 : --,實用面積: 460呎@14522
觀塘,售 660 萬,建築面積 : 1535呎@4299,實用面積: --
馬鞍山,"售 1,300 萬",建築面積 : --,實用面積: 823呎@15796
沙田,售 550 萬,建築面積 : 404呎@13613,實用面積: 297呎@18519
荃灣,售 648 萬,建築面積 : --,實用面積: 920呎@7043
元朗,售 430 萬,建築面積 : 700呎@6142,實用面積: --
元朗,售 568 萬,建築面積 : 700呎@8114,實用面積: 650呎@8738
元朗,售 180 萬,建築面積 : 210呎@8571,實用面積: 210呎@8571
元朗,售 480 萬,建築面積 : 700呎@6857,實用面積: 700呎@6857
元朗,售 640 萬,建築面積 : 700呎@9143,實用面積: --
元朗,售 568 萬,建築面積 : 700呎@8114,實用面積: --
元朗,售 588 萬,建築面積 : 700呎@8400,實用面積: 700呎@8400
元朗,"售 2,088 萬",建築面積 : 2800呎@7457,實用面積: 2800呎@7457
元朗,"售 1,450 萬",建築面積 : 2100呎@6904,實用面積: 1300呎@11154
杏花村,售 870 萬,建築面積 : 598呎@14548,實用面積: 499呎@17435
土瓜灣,售 425 萬,建築面積 : --,實用面積: 330呎@12879
土瓜灣,售 628 萬,建築面積 : --,實用面積: 328呎@19146
元朗,售 310 萬,建築面積 : 300呎@10333,實用面積: --
何文田,售 935 萬,建築面積 : --,實用面積: 664呎@14081
元朗,售 760 萬,建築面積 : 1400呎@5428,實用面積: --
旺角,售 600 萬,建築面積 : --,實用面積: 389呎@15424
天水圍,售 358 萬,建築面積 : 665呎@5383,實用面積: 506呎@7075
旺角,售 430 萬,建築面積 : --,實用面積: 226呎@19027
馬鞍山,售 970 萬,建築面積 : --,實用面積: 546呎@17766
新蒲崗,"售 1,750 萬",建築面積 : 4950呎@3535,實用面積: --
紅磡,"售 1,150 萬",建築面積 : --,實用面積: 561呎@20499
沙田,售 990 萬,建築面積 : --,實用面積: 691呎@14327
大埔,售 505 萬,建築面積 : 700呎@7214,實用面積: --
大埔,售 199 萬,建築面積 : 200呎@9950,實用面積: --
大埔,"售 1,175 萬",建築面積 : 1268呎@9266,實用面積: 987呎@11905
馬鞍山,售 930 萬,建築面積 : --,實用面積: 512呎@18164
火炭,"售 1,350 萬",建築面積 : 1127呎@11978,實用面積: 974呎@13860
粉嶺,售 338 萬,建築面積 : --,實用面積: 566呎@5972
大圍,售 480 萬,建築面積 : 538呎@8921,實用面積: 381呎@12598
大圍,售 560 萬,建築面積 : 605呎@9256,實用面積: 493呎@11359
大圍,"售 1,050 萬",建築面積 : 991呎@10595,實用面積: 765呎@13725
大圍,售 848 萬,建築面積 : 1000呎@8480,實用面積: 758呎@11187
大圍,"售 1,450 萬",建築面積 : 1273呎@11390,實用面積: 959呎@15120
大圍,"售 1,040 萬",建築面積 : 903呎@11517,實用面積: 680呎@15294
沙田,"售 2,300 萬",建築面積 : --,實用面積: 1592呎@14447
觀塘,售 650 萬,建築面積 : 1050呎@6190,實用面積: --
大圍,"售 1,230 萬",建築面積 : 1030呎@11941,實用面積: 785呎@15669
大圍,售 628 萬,建築面積 : 470呎@13361,實用面積: 409呎@15355
奧運,"售 3,280 萬",建築面積 : --,實用面積: 899呎@36485
紅磡,售 648 萬,建築面積 : --,實用面積: 322呎@20124
長沙灣,售 480 萬,建築面積 : --,實用面積: 322呎@14907
長沙灣,售 488 萬,建築面積 : --,實用面積: 300呎@16267
粉嶺,售 575 萬,建築面積 : 549呎@10474,實用面積: 392呎@14668
大埔,售 726 萬,建築面積 : --,實用面積: 393呎@18473
旺角,售 468 萬,建築面積 : 512呎@9141,實用面積: --
新蒲崗,售 797 萬,建築面積 : 580呎@13741,實用面積: 454呎@17555
九龍灣,售 865 萬,建築面積 : 1687呎@5127,實用面積: --
九龍灣,"售 1,780 萬",建築面積 : 4070呎@4373,實用面積: --
葵涌,售 138 萬,建築面積 : --,實用面積: --
馬鞍山,售 848 萬,建築面積 : 718呎@11811,實用面積: 549呎@15446
牛池灣,"售 2,889 萬",建築面積 : 1780呎@16230,實用面積: 1405呎@20562
新蒲崗,售 488 萬,建築面積 : 1262呎@3866,實用面積: --
長沙灣,售 590 萬,建築面積 : --,實用面積: 410呎@14390
奧運,"售 1,220 萬",建築面積 : --,實用面積: 574呎@21254
將軍澳,售 775 萬,建築面積 : --,實用面積: 374呎@20722
長沙灣,售 500 萬,建築面積 : --,實用面積: 280呎@17857
土瓜灣,售 399 萬,建築面積 : --,實用面積: 221呎@18054
觀塘,"售 1,298 萬",建築面積 : 1962呎@6615,實用面積: --
天水圍,售 470 萬,建築面積 : 576呎@8159,實用面積: 442呎@10633
火炭,售 668 萬,建築面積 : 1036呎@6447,實用面積: --
青衣,售 550 萬,建築面積 : --,實用面積: 449呎@12249
粉嶺,售 530 萬,建築面積 : 517呎@10251,實用面積: 370呎@14324
元朗,售 980 萬,建築面積 : --,實用面積: 700呎@14000
大圍,"售 1,050 萬",建築面積 : 886呎@11851,實用面積: 718呎@14624
大圍,"售 1,050 萬",建築面積 : 886呎@11851,實用面積: 718呎@14624
灣仔,售 670 萬,建築面積 : 508呎@13189,實用面積: 312呎@21474
太子,"售 1,593 萬",建築面積 : --,實用面積: 805呎@19789
啟德,"售 1,086 萬",建築面積 : --,實用面積: 525呎@20686
天后,售 630 萬,建築面積 : --,實用面積: 464呎@13578
啟德,售 820 萬,建築面積 : --,實用面積: 349呎@23496
南大嶼山,售 480 萬,建築面積 : 700呎@6857,實用面積: --
長沙灣,售 348 萬,建築面積 : --,實用面積: 212呎@16415
元朗,售 530 萬,建築面積 : 580呎@9138,實用面積: 446呎@11883
將軍澳,售 928 萬,建築面積 : --,實用面積: 451呎@20576
觀塘,"售 1,398 萬",建築面積 : 2626呎@5323,實用面積: --
將軍澳,售 668 萬,建築面積 : 515呎@12971,實用面積: 363呎@18402
啟德,"售 1,088 萬",建築面積 : --,實用面積: 547呎@19890
啟德,售 768 萬,建築面積 : --,實用面積: 375呎@20480
長沙灣,售 475 萬,建築面積 : --,實用面積: 298呎@15940
鴨脷洲,"售 5,668 萬",建築面積 : --,實用面積: 1765呎@32113
北角,"售 1,050 萬",建築面積 : --,實用面積: 551呎@19056
佐敦,售 445 萬,建築面積 : --,實用面積: 255呎@17451
長沙灣,售 475 萬,建築面積 : --,實用面積: 298呎@15940
啟德,售 578 萬,建築面積 : --,實用面積: 245呎@23592
北角,售 548 萬,建築面積 : 350呎@15657,實用面積: 271呎@20221
觀塘,售 298 萬,建築面積 : --,實用面積: 476呎@6261
九龍城,售 700 萬,建築面積 : 400呎@17500,實用面積: 257呎@27237
藍田,售 368 萬,建築面積 : --,實用面積: 489呎@7526
沙田,售 680 萬,建築面積 : 789呎@8618,實用面積: 595呎@11429
北角,售 225 萬,建築面積 : --,實用面積: --
鰂魚涌,"售 1,118 萬",建築面積 : 752呎@14867,實用面積: 594呎@18822
大圍,售 410 萬,建築面積 : --,實用面積: 263呎@15589
將軍澳,售 710 萬,建築面積 : 644呎@11024,實用面積: 470呎@15106
青衣,售 748 萬,建築面積 : 635呎@11780,實用面積: 550呎@13600
元朗,售 508 萬,建築面積 : 575呎@8835,實用面積: 424呎@11981
西半山,"售 5,000 萬",建築面積 : --,實用面積: 1260呎@39683
馬鞍山,售 480 萬,建築面積 : --,實用面積: 431呎@11137
旺角,售 595 萬,建築面積 : --,實用面積: 537呎@11080
旺角,售 668 萬,建築面積 : --,實用面積: 701呎@9529
將軍澳,"售 1,500 萬",建築面積 : --,實用面積: 759呎@19763
將軍澳,"售 1,150 萬",建築面積 : --,實用面積: 690呎@16667
將軍澳,售 840 萬,建築面積 : --,實用面積: 477呎@17610
將軍澳,售 850 萬,建築面積 : --,實用面積: 464呎@18319
將軍澳,售 855 萬,建築面積 : --,實用面積: 477呎@17925
火炭,售 288 萬,建築面積 : 511呎@5636,實用面積: --
火炭,售 420 萬,建築面積 : 1407呎@2985,實用面積: --
火炭,售 320 萬,建築面積 : 680呎@4705,實用面積: --
火炭,售 430 萬,建築面積 : 1200呎@3583,實用面積: --
灣仔,售 680 萬,建築面積 : --,實用面積: 480呎@14167
火炭,售 338 萬,建築面積 : 841呎@4019,實用面積: --
九龍灣,售 330 萬,建築面積 : 655呎@5038,實用面積: --
太子,售 450 萬,建築面積 : --,實用面積: 249呎@18072
紅磡,售 530 萬,建築面積 : --,實用面積: 320呎@16563
火炭,售 290 萬,建築面積 : 511呎@5675,實用面積: --
深水埗,售 698 萬,建築面積 : --,實用面積: 758呎@9208
元朗,售 818 萬,建築面積 : --,實用面積: 533呎@15347
葵涌,售 478 萬,建築面積 : --,實用面積: 226呎@21150
大角咀,售 930 萬,建築面積 : --,實用面積: 534呎@17416
西營盤,售 538 萬,建築面積 : --,實用面積: 465呎@11570
火炭,售 838 萬,建築面積 : 1310呎@6396,實用面積: --
旺角,售 580 萬,建築面積 : --,實用面積: 589呎@9847
將軍澳,"售 5,000 萬",建築面積 : --,實用面積: 1655呎@30211
大埔,售 798 萬,建築面積 : 788呎@10126,實用面積: 620呎@12871
火炭,"售 1,420 萬",建築面積 : 1236呎@11488,實用面積: 1041呎@13641
青衣,售 868 萬,建築面積 : 700呎@12400,實用面積: --
旺角,售 590 萬,建築面積 : 630呎@9365,實用面積: 505呎@11683
大埔,"售 2,080 萬",建築面積 : --,實用面積: 1403呎@14825
黃大仙,售 545 萬,建築面積 : 495呎@11010,實用面積: 363呎@15014
荃灣,售 940 萬,建築面積 : 822呎@11435,實用面積: 622呎@15113
荃灣,售 685 萬,建築面積 : 700呎@9785,實用面積: --
藍田,售 373 萬,建築面積 : --,實用面積: 438呎@8516
油塘,售 745 萬,建築面積 : --,實用面積: 634呎@11751
荃灣,售 899 萬,建築面積 : --,實用面積: 747呎@12035
灣仔,"售 1,250 萬",建築面積 : 615呎@20325,實用面積: 451呎@27716
灣仔,售 690 萬,建築面積 : 406呎@16995,實用面積: 336呎@20536
西貢,售 760 萬,建築面積 : 700呎@10857,實用面積: 700呎@10857
西貢,售 760 萬,建築面積 : 700呎@10857,實用面積: 700呎@10857
太子,售 900 萬,建築面積 : 1000呎@9000,實用面積: 767呎@11734
觀塘,售 520 萬,建築面積 : 536呎@9701,實用面積: --
觀塘,"售 1,595 萬",建築面積 : 2799呎@5698,實用面積: 1959呎@8142
觀塘,售 482 萬,建築面積 : 497呎@9698,實用面積: --
觀塘,售 752 萬,建築面積 : 768呎@9791,實用面積: --
觀塘,"售 1,400 萬",建築面積 : 2954呎@4739,實用面積: --
九龍灣,售 415 萬,建築面積 : 929呎@4467,實用面積: --
觀塘,售 382 萬,建築面積 : 606呎@6303,實用面積: 422呎@9052
西貢,"售 1,280 萬",建築面積 : 1400呎@9142,實用面積: 1400呎@9143
馬鞍山,售 950 萬,建築面積 : 901呎@10544,實用面積: 727呎@13067
土瓜灣,售 850 萬,建築面積 : 1900呎@4473,實用面積: --
觀塘,售 145 萬,建築面積 : 119呎@12184,實用面積: --
葵涌,售 225 萬,建築面積 : 687呎@3275,實用面積: --
土瓜灣,售 575 萬,建築面積 : 444呎@12950,實用面積: 369呎@15583
觀塘,售 100 萬,建築面積 : 145呎@6896,實用面積: --
元朗,售 450 萬,建築面積 : 467呎@9636,實用面積: 368呎@12228
沙田,售 785 萬,建築面積 : 697呎@11262,實用面積: 473呎@16596
土瓜灣,售 808 萬,建築面積 : --,實用面積: 471呎@17155
元朗,"售 1,030 萬",建築面積 : --,實用面積: 685呎@15036
大圍,售 808 萬,建築面積 : 700呎@11542,實用面積: 700呎@11543
旺角,售 450 萬,建築面積 : --,實用面積: 302呎@14901
元朗,售 628 萬,建築面積 : --,實用面積: 493呎@12738
西貢,"售 1,980 萬",建築面積 : 2100呎@9428,實用面積: 2100呎@9429
元朗,售 390 萬,建築面積 : --,實用面積: 423呎@9220
西貢,售 850 萬,建築面積 : 700呎@12142,實用面積: 700呎@12143
西貢,"售 1,300 萬",建築面積 : 1400呎@9285,實用面積: 1400呎@9286
觀塘,售 318 萬,建築面積 : 624呎@5096,實用面積: 428呎@7430
粉嶺,售 479 萬,建築面積 : 531呎@9021,實用面積: 384呎@12474
尖沙咀,售 950 萬,建築面積 : --,實用面積: 378呎@25132
何文田,售 868 萬,建築面積 : --,實用面積: 585呎@14838
紅磡,售 418 萬,建築面積 : --,實用面積: 203呎@20591
深水埗,售 498 萬,建築面積 : --,實用面積: 272呎@18309
清水灣,售 730 萬,建築面積 : 700呎@10428,實用面積: 700呎@10429
柴灣,售 638 萬,建築面積 : 507呎@12583,實用面積: 430呎@14837
柴灣,售 528 萬,建築面積 : 877呎@6020,實用面積: 640呎@8250
長沙灣,售 468 萬,建築面積 : --,實用面積: 306呎@15294
柴灣,售 498 萬,建築面積 : 584呎@8527,實用面積: 484呎@10289
旺角,售 450 萬,建築面積 : --,實用面積: 302呎@14901
奧運,"售 1,738 萬",建築面積 : 1127呎@15421,實用面積: 848呎@20495
奧運,售 868 萬,建築面積 : 625呎@13888,實用面積: 464呎@18707
黃埔,售 795 萬,建築面積 : 577呎@13778,實用面積: 503呎@15805
黃埔,"售 1,100 萬",建築面積 : 750呎@14667,實用面積: 641呎@17161
元朗,售 380 萬,建築面積 : --,實用面積: 272呎@13971
黃竹坑,售 420 萬,建築面積 : 335呎@12537,實用面積: --
新蒲崗,售 575 萬,建築面積 : --,實用面積: 452呎@12721
大埔,"售 1,680 萬",建築面積 : 1400呎@12000,實用面積: --
大埔,售 438 萬,建築面積 : 700呎@6257,實用面積: --
鰂魚涌,售 468 萬,建築面積 : 377呎@12413,實用面積: 281呎@16655
大角咀,售 406 萬,建築面積 : 409呎@9926,實用面積: 262呎@15496
大埔,售 328 萬,建築面積 : 316呎@10379,實用面積: --
大角咀,售 588 萬,建築面積 : 434呎@13548,實用面積: 360呎@16333
西貢,售 818 萬,建築面積 : --,實用面積: 592呎@13818
大埔,"售 3,980 萬",建築面積 : 2529呎@15737,實用面積: 1987呎@20030
上環,售 628 萬,建築面積 : --,實用面積: 336呎@18690
大圍,"售 1,380 萬",建築面積 : 981呎@14067,實用面積: 741呎@18623
西營盤,售 588 萬,建築面積 : --,實用面積: 295呎@19932
火炭,"售 1,450 萬",建築面積 : 1180呎@12288,實用面積: 962呎@15073
清水灣,售 600 萬,建築面積 : 700呎@8571,實用面積: 700呎@8571
中半山,"售 1,180 萬",建築面積 : --,實用面積: 733呎@16098
西半山,"售 1,850 萬",建築面積 : --,實用面積: 722呎@25623
鰂魚涌,售 768 萬,建築面積 : 497呎@15452,實用面積: 408呎@18824
堅尼地城,售 650 萬,建築面積 : --,實用面積: 344呎@18895
堅尼地城,售 695 萬,建築面積 : --,實用面積: 479呎@14509
灣仔,售 528 萬,建築面積 : --,實用面積: 245呎@21551
西半山,售 910 萬,建築面積 : --,實用面積: 460呎@19783
西半山,"售 1,580 萬",建築面積 : --,實用面積: 783呎@20179
元朗,售 348 萬,建築面積 : 780呎@4461,實用面積: --
元朗,售 280 萬,建築面積 : 350呎@8000,實用面積: --
屯門,售 370 萬,建築面積 : --,實用面積: 396呎@9343
深水埗,售 468 萬,建築面積 : --,實用面積: 268呎@17463
屯門,售 388 萬,建築面積 : --,實用面積: 434呎@8940
將軍澳,售 925 萬,建築面積 : --,實用面積: 633呎@14613
屯門,售 688 萬,建築面積 : --,實用面積: 461呎@14924
紅磡,售 560 萬,建築面積 : --,實用面積: 300呎@18667
大圍,售 520 萬,建築面積 : --,實用面積: 456呎@11404
尖沙咀,售 658 萬,建築面積 : --,實用面積: 432呎@15231
屯門,售 450 萬,建築面積 : --,實用面積: 577呎@7799
油塘,"售 1,300 萬",建築面積 : --,實用面積: 869呎@14960
馬鞍山,"售 1,438 萬",建築面積 : --,實用面積: 876呎@16416
紅磡,"售 1,495 萬",建築面積 : 1090呎@13716,實用面積: 956呎@15638
新蒲崗,售 768 萬,建築面積 : --,實用面積: 591呎@12995
紅磡,售 818 萬,建築面積 : 650呎@12584,實用面積: 491呎@16660
大圍,售 328 萬,建築面積 : --,實用面積: 381呎@8609
屯門,售 370 萬,建築面積 : --,實用面積: 419呎@8831
粉嶺,售 499 萬,建築面積 : 830呎@6012,實用面積: 606呎@8234
大埔,售 628 萬,建築面積 : 700呎@8971,實用面積: --
旺角,售 590 萬,建築面積 : --,實用面積: 503呎@11730
火炭,售 780 萬,建築面積 : 700呎@11142,實用面積: --
屯門,售 330 萬,建築面積 : --,實用面積: 342呎@9649
深水埗,售 630 萬,建築面積 : --,實用面積: 335呎@18806
紅磡,售 408 萬,建築面積 : 370呎@11027,實用面積: 252呎@16190
將軍澳,售 788 萬,建築面積 : 594呎@13265,實用面積: 452呎@17434
深水埗,售 450 萬,建築面積 : --,實用面積: 574呎@7840
藍田,售 475 萬,建築面積 : 588呎@8078,實用面積: 449呎@10579
旺角,售 468 萬,建築面積 : --,實用面積: 244呎@19180
火炭,售 835 萬,建築面積 : --,實用面積: 594呎@14057
佐敦,售 710 萬,建築面積 : --,實用面積: 710呎@10000
深水埗,售 780 萬,建築面積 : --,實用面積: 4272呎@1826
火炭,售 950 萬,建築面積 : 697呎@13629,實用面積: 543呎@17495
火炭,"售 1,138 萬",建築面積 : --,實用面積: 882呎@12902
長沙灣,售 828 萬,建築面積 : --,實用面積: 498呎@16627
太子,售 620 萬,建築面積 : --,實用面積: 324呎@19136
尖沙咀,"售 1,300 萬",建築面積 : --,實用面積: 445呎@29213
太子,售 450 萬,建築面積 : --,實用面積: 354呎@12712
天后,售 420 萬,建築面積 : 340呎@12353,實用面積: 180呎@23333
佐敦,售 638 萬,建築面積 : --,實用面積: 597呎@10687
太子,售 718 萬,建築面積 : --,實用面積: 545呎@13174
灣仔,售 800 萬,建築面積 : 600呎@13333,實用面積: 457呎@17505
荔枝角,售 880 萬,建築面積 : --,實用面積: 521呎@16891
尖沙咀,售 600 萬,建築面積 : --,實用面積: 315呎@19048
太子,售 550 萬,建築面積 : --,實用面積: 356呎@15449
太子,售 565 萬,建築面積 : --,實用面積: 356呎@15871
灣仔,售 520 萬,建築面積 : --,實用面積: 415呎@12530
灣仔,售 968 萬,建築面積 : --,實用面積: 517呎@18723
東涌,售 645 萬,建築面積 : --,實用面積: 452呎@14270
灣仔,售 558 萬,建築面積 : --,實用面積: 280呎@19929
深水埗,"售 1,270 萬",建築面積 : --,實用面積: 687呎@18486
旺角,售 680 萬,建築面積 : 677呎@10044,實用面積: 580呎@11724
東涌,售 635 萬,建築面積 : --,實用面積: 473呎@13425
新蒲崗,售 388 萬,建築面積 : --,實用面積: 288呎@13472
紅磡,售 429 萬,建築面積 : --,實用面積: 222呎@19324
元朗,"售 1,310 萬",建築面積 : 1050呎@12476,實用面積: 1035呎@12657
筲箕灣,售 518 萬,建築面積 : --,實用面積: 367呎@14114
北角半山,"售 2,750 萬",建築面積 : 1650呎@16666,實用面積: 1407呎@19545
紅磡,售 688 萬,建築面積 : 620呎@11097,實用面積: 490呎@14041
銅鑼灣,售 470 萬,建築面積 : --,實用面積: 282呎@16667
元朗,售 688 萬,建築面積 : --,實用面積: 660呎@10424
深水埗,售 588 萬,建築面積 : --,實用面積: 556呎@10576
紅磡,售 880 萬,建築面積 : --,實用面積: 625呎@14080
大埔,售 588 萬,建築面積 : 700呎@8400,實用面積: --
深井(屯門),"售 1,200 萬",建築面積 : 1480呎@8108,實用面積: 1186呎@10118
深井(屯門),"售 1,150 萬",建築面積 : 1479呎@7776,實用面積: 1186呎@9696
深水埗,售 335 萬,建築面積 : --,實用面積: 300呎@11167
將軍澳,售 610 萬,建築面積 : 639呎@9546,實用面積: 497呎@12274
深井(屯門),售 600 萬,建築面積 : 820呎@7317,實用面積: 582呎@10309
深井(屯門),售 758 萬,建築面積 : 1144呎@6626,實用面積: 823呎@9210
深井(屯門),"售 3,380 萬",建築面積 : --,實用面積: 1410呎@23972
土瓜灣,售 670 萬,建築面積 : 500呎@13400,實用面積: 360呎@18611
深井(屯門),售 705 萬,建築面積 : --,實用面積: 587呎@12010
深井(屯門),"售 1,100 萬",建築面積 : --,實用面積: 933呎@11790
黃埔,"售 1,000 萬",建築面積 : --,實用面積: 771呎@12970
黃埔,售 728 萬,建築面積 : --,實用面積: 466呎@15622
黃埔,"售 1,380 萬",建築面積 : --,實用面積: 833呎@16567
天水圍,售 505 萬,建築面積 : 708呎@7133,實用面積: 552呎@9149
黃埔,售 798 萬,建築面積 : 558呎@14301,實用面積: 461呎@17310
天水圍,售 450 萬,建築面積 : 581呎@7745,實用面積: 446呎@10090
深井(屯門),"售 1,130 萬",建築面積 : 1208呎@9354,實用面積: 953呎@11857
天水圍,售 538 萬,建築面積 : 648呎@8302,實用面積: 494呎@10891
深井(屯門),售 798 萬,建築面積 : 937呎@8517,實用面積: 771呎@10350
天水圍,售 588 萬,建築面積 : 818呎@7188,實用面積: 636呎@9245
長沙灣,售 445 萬,建築面積 : 463呎@9611,實用面積: 350呎@12714
黃埔,售 888 萬,建築面積 : 688呎@12906,實用面積: 614呎@14463
元朗,售 580 萬,建築面積 : 700呎@8286,實用面積: --
荔枝角,售 240 萬,建築面積 : 300呎@8000,實用面積: --
紅磡,售 498 萬,建築面積 : 554呎@8989,實用面積: 358呎@13911
沙田,售 608 萬,建築面積 : 693呎@8773,實用面積: 490呎@12408
長沙灣,售 490 萬,建築面積 : --,實用面積: 310呎@15806
大埔,售 488 萬,建築面積 : 7400呎@659,實用面積: --
牛池灣,售 598 萬,建築面積 : --,實用面積: 582呎@10275
上水,售 888 萬(已售),建築面積 : 1049呎@8465,實用面積: 920呎@9652
長沙灣,售 626 萬,建築面積 : --,實用面積: 428呎@14626
灣仔,售 480 萬,建築面積 : --,實用面積: 203呎@23645
大角咀,售 818 萬,建築面積 : --,實用面積: 390呎@20974
炮台山,售 988 萬,建築面積 : --,實用面積: 604呎@16358
土瓜灣,售 715 萬,建築面積 : --,實用面積: 448呎@15960
何文田,"售 1,520 萬",建築面積 : 1000呎@15200,實用面積: 756呎@20106
旺角,售 385 萬,建築面積 : --,實用面積: 410呎@9390
土瓜灣,售 715 萬,建築面積 : --,實用面積: 453呎@15784
北角,售 455 萬,建築面積 : 322呎@14130,實用面積: 231呎@19697
荃灣,售 650 萬,建築面積 : 2539呎@2560,實用面積: --
土瓜灣,售 518 萬,建築面積 : --,實用面積: 393呎@13181
佐敦,售 398 萬,建築面積 : --,實用面積: 316呎@12595
深水埗,售 500 萬,建築面積 : --,實用面積: 485呎@10309
西貢,售 720 萬,建築面積 : 700呎@10286,實用面積: --
九龍灣,"售 2,530 萬",建築面積 : 2200呎@11500,實用面積: --
藍田,售 658 萬,建築面積 : 710呎@9268,實用面積: 554呎@11877
奧運,售 595 萬,建築面積 : 568呎@10475,實用面積: 484呎@12293
藍田,售 438 萬,建築面積 : 749呎@5848,實用面積: 546呎@8022
將軍澳,售 738 萬,建築面積 : 846呎@8723,實用面積: 650呎@11354
藍田,售 468 萬,建築面積 : 742呎@6307,實用面積: 541呎@8651
藍田,售 738 萬,建築面積 : 841呎@8775,實用面積: 650呎@11354
紅磡,售 448 萬,建築面積 : 355呎@12619,實用面積: 281呎@15943
油麻地,售 520 萬,建築面積 : --,實用面積: 273呎@19048
旺角,售 620 萬,建築面積 : --,實用面積: 501呎@12375
旺角,售 640 萬,建築面積 : --,實用面積: 325呎@19692
何文田,售 900 萬,建築面積 : --,實用面積: 517呎@17408
觀塘,售 568 萬,建築面積 : --,實用面積: 450呎@12622
新蒲崗,售 930 萬,建築面積 : 686呎@13557,實用面積: 530呎@17547
啟德,售 595 萬,建築面積 : --,實用面積: 245呎@24286
筲箕灣,售 728 萬,建築面積 : --,實用面積: 368呎@19783
筲箕灣,售 588 萬,建築面積 : --,實用面積: 257呎@22879
新蒲崗,售 948 萬,建築面積 : 691呎@13719,實用面積: 532呎@17820
何文田,"售 1,300 萬",建築面積 : 938呎@13859,實用面積: 815呎@15951
啟德,售 658 萬,建築面積 : --,實用面積: 275呎@23927
上環,"售 2,800 萬",建築面積 : --,實用面積: 827呎@33857
屯門,售 555 萬,建築面積 : 801呎@6928,實用面積: 594呎@9343
荃灣,"售 3,500 萬",建築面積 : 5132呎@6819,實用面積: --
葵涌,售 298 萬,建築面積 : 357呎@8347,實用面積: --
沙田,售 860 萬,建築面積 : --,實用面積: 633呎@13586
鰂魚涌,售 368 萬,建築面積 : 480呎@7667,實用面積: 323呎@11393
長沙灣,售 488 萬,建築面積 : --,實用面積: 226呎@21593
太子,售 528 萬,建築面積 : --,實用面積: 333呎@15856
泰國,售 61 萬,建築面積 : --,實用面積: 330呎@1848
大坑,"售 1,500 萬",建築面積 : 1100呎@13636,實用面積: 842呎@17815
屯門,售 570 萬,建築面積 : 830呎@6867,實用面積: 575呎@9913
北角,售 499 萬,建築面積 : 341呎@14633,實用面積: 238呎@20966
大坑,售 799 萬,建築面積 : --,實用面積: 327呎@24434
北角,售 500 萬,建築面積 : 335呎@14925,實用面積: 233呎@21459
馬鞍山,"售 1,295 萬",建築面積 : 1068呎@12125,實用面積: 874呎@14817
堅尼地城,售 680 萬,建築面積 : 448呎@15179,實用面積: 286呎@23776
筲箕灣,售 520 萬,建築面積 : 390呎@13333,實用面積: 292呎@17808
元朗,售 880 萬,建築面積 : --,實用面積: 606呎@14521
薄扶林,"售 6,500 萬",建築面積 : 2567呎@25321,實用面積: 1821呎@35695
藍田,售 640 萬,建築面積 : 710呎@9014,實用面積: 554呎@11552
西營盤,售 818 萬,建築面積 : 450呎@18178,實用面積: 340呎@24059
啟德,售 998 萬,建築面積 : --,實用面積: 509呎@19607
啟德,"售 1,858 萬",建築面積 : --,實用面積: 818呎@22714
啟德,售 770 萬,建築面積 : --,實用面積: 375呎@20533
啟德,售 578 萬,建築面積 : --,實用面積: 245呎@23592
粉嶺,售 488 萬,建築面積 : 700呎@6971,實用面積: --
粉嶺,售 538 萬,建築面積 : 700呎@7685,實用面積: --
天水圍,售 515 萬,建築面積 : --,實用面積: 548呎@9398
元朗,"售 1,160 萬",建築面積 : 1379呎@8412,實用面積: 1086呎@10681
觀塘,"售 2,280 萬",建築面積 : 3380呎@6745,實用面積: --
觀塘,"售 2,280 萬",建築面積 : 3380呎@6745,實用面積: --
天水圍,售 448 萬,建築面積 : 586呎@7645,實用面積: 448呎@10000
天水圍,售 480 萬,建築面積 : 828呎@5797,實用面積: 650呎@7385
將軍澳,售 808 萬,建築面積 : 773呎@10452,實用面積: 562呎@14377
天水圍,售 420 萬,建築面積 : 830呎@5060,實用面積: 650呎@6462
屯門,售 640 萬,建築面積 : 693呎@9235,實用面積: 515呎@12427
天水圍,"售 1,100 萬",建築面積 : 1418呎@7757,實用面積: 1090呎@10092
深井(屯門),售 630 萬,建築面積 : --,實用面積: 453呎@13907
上環,售 855 萬,建築面積 : --,實用面積: 470呎@18191
天水圍,售 650 萬,建築面積 : --,實用面積: 680呎@9559
大埔,售 750 萬,建築面積 : 559呎@13416,實用面積: 465呎@16129
天水圍,售 500 萬,建築面積 : 648呎@7716,實用面積: 494呎@10121
上環,售 968 萬,建築面積 : --,實用面積: 478呎@20251
鰂魚涌,售 750 萬,建築面積 : 507呎@14792,實用面積: 389呎@19280
西貢,售 560 萬,建築面積 : 550呎@10181,實用面積: 550呎@10182
鰂魚涌,售 750 萬,建築面積 : 566呎@13250,實用面積: 379呎@19789
鰂魚涌,售 718 萬,建築面積 : 543呎@13222,實用面積: 443呎@16208
荃灣,售 858 萬,建築面積 : 846呎@10141,實用面積: 728呎@11786
太子,售 408 萬,建築面積 : --,實用面積: 179呎@22793
藍田,售 535 萬,建築面積 : 659呎@8118,實用面積: 506呎@10573
太子,售 395 萬,建築面積 : --,實用面積: 235呎@16809
中半山,"售 7,200 萬",建築面積 : 1962呎@36697,實用面積: 1513呎@47588
油麻地,售 250 萬,建築面積 : 306呎@8169,實用面積: --
